Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
10-06-20,Ladakh,108,52,1
10-06-20,Mizoram,88,1,0
10-06-20,Arunachal Pradesh,57,1,0
10-06-20,Meghalaya,43,13,1
10-06-20,Andaman and Nicobar Islands,33,33,0
10-06-20,Dadra and Nagar Haveli and Daman and Diu,22,2,0
10-06-20,Sikkim,13,0,0
11-06-20,Maharashtra,94041,44517,3438
11-06-20,Tamil Nadu,36841,19333,326
11-06-20,Delhi,32810,12245,984
11-06-20,Gujarat,21521,14735,1347
11-06-20,Uttar Pradesh,11610,6871,321
11-06-20,Rajasthan,11600,8569,259
11-06-20,Madhya Pradesh,10049,6892,427
11-06-20,West Bengal,9328,3779,432
11-06-20,Karnataka,6041,2862,69
11-06-20,Bihar,5710,3071,33
11-06-20,Haryana,5579,2188,52
11-06-20,Andhra Pradesh,5269,2899,78
11-06-20,Jammu and Kashmir,4507,1671,51
11-06-20,Telangana,4111,1817,156
11-06-20,Odisha,3250,2282,9
11-06-20,Assam,3092,1249,4
11-06-20,Punjab,2805,2232,55
11-06-20,Kerala,2161,905,18
11-06-20,Uttarakhand,1562,831,15
11-06-20,Jharkhand,1489,592,8
11-06-20,Chhattisgarh,1262,402,6
11-06-20,Tripura,895,239,1
11-06-20,Himachal Pradesh,451,254,6
11-06-20,Goa,387,67,0
11-06-20,Chandigarh,327,286,5
11-06-20,Manipur,311,63,0
11-06-20,Nagaland,128,22,0
11-06-20,Puducherry,127,53,0
11-06-20,Ladakh,115,52,1
11-06-20,Mizoram,93,1,0
11-06-20,Arunachal Pradesh,57,2,0
11-06-20,Meghalaya,44,13,1
11-06-20,Andaman and Nicobar Islands,34,33,0
11-06-20,Dadra and Nagar Haveli and Daman and Diu,28,2,0
11-06-20,Sikkim,13,0,0
12-06-20,Maharashtra,97648,46078,3590
12-06-20,Tamil Nadu,38716,20705,349
12-06-20,Delhi,34687,12731,1085
12-06-20,Gujarat,22032,15101,1385
12-06-20,Uttar Pradesh,12088,7292,345
12-06-20,Rajasthan,11838,8775,265
12-06-20,Madhya Pradesh,10241,7042,431
12-06-20,West Bengal,9768,3988,442
12-06-20,Karnataka,6245,2977,72
12-06-20,Bihar,5983,3266,36
12-06-20,Haryana,5968,2260,64
12-06-20,Andhra Pradesh,5429,3048,80
12-06-20,Jammu and Kashmir,4574,1820,52
12-06-20,Telangana,4320,1993,165
12-06-20,Odisha,3386,2354,9
12-06-20,Assam,3319,1432,6
12-06-20,Punjab,2887,2259,59
12-06-20,Kerala,2244,968,18
12-06-20,Uttarakhand,1643,842,15
12-06-20,Jharkhand,1599,630,8
12-06-20,Chhattisgarh,1398,447,6
12-06-20,Tripura,913,278,1
12-06-20,Himachal Pradesh,470,280,6
12-06-20,Goa,417,67,0
12-06-20,Manipur,366,73,0
12-06-20,Chandigarh,332,286,5
12-06-20,Puducherry,157,67,2
12-06-20,Ladakh,135,54,1
12-06-20,Nagaland,128,22,0
12-06-20,Mizoram,102,1,0
12-06-20,Arunachal Pradesh,61,4,0
12-06-20,Meghalaya,44,18,1
12-06-20,Andaman and Nicobar Islands,38,33,0
12-06-20,Dadra and Nagar Haveli and Daman and Diu,30,2,0
12-06-20,Sikkim,14,2,0
13-06-20,Maharashtra,101141,47796,3717
13-06-20,Tamil Nadu,40698,22047,367
13-06-20,Delhi,36824,13398,1214
13-06-20,Gujarat,22527,15493,1415
13-06-20,Uttar Pradesh,12616,7609,365
13-06-20,Rajasthan,12068,8898,272
13-06-20,Madhya Pradesh,10443,7201,440
13-06-20,West Bengal,10244,4206,451
13-06-20,Karnataka,6516,3440,79
13-06-20,Haryana,6334,2475,70
13-06-20,Bihar,6103,3587,36
13-06-20,Andhra Pradesh,5680,3105,80
13-06-20,Jammu and Kashmir,4730,2086,53
13-06-20,Telangana,4484,2278,174
13-06-20,Odisha,3498,2474,10
13-06-20,Assam,3498,1537,8
13-06-20,Punjab,2986,2282,63
13-06-20,Kerala,2322,1000,19
13-06-20,Uttarakhand,1724,947,21
13-06-20,Jharkhand,1617,672,8
13-06-20,Chhattisgarh,1429,550,6
13-06-20,Tripura,961,278,1
13-06-20,Himachal Pradesh,486,297,6
13-06-20,Goa,463,69,0
13-06-20,Manipur,385,77,0
13-06-20,Chandigarh,334,286,5
13-06-20,Ladakh,239,62,1
13-06-20,Puducherry,157,67,2
13-06-20,Nagaland,156,49,0
13-06-20,Mizoram,104,1,0
13-06-20,Arunachal Pradesh,67,4,0
13-06-20,Sikkim,63,2,0
13-06-20,Meghalaya,44,22,1
13-06-20,Andaman and Nicobar Islands,38,33,0
13-06-20,Dadra and Nagar Haveli and Daman and Diu,30,2,0
14-06-20,Maharashtra,104568,49346,3830
14-06-20,Tamil Nadu,42687,23409,397
14-06-20,Delhi,38958,14945,1271
14-06-20,Gujarat,23038,15883,1448
14-06-20,Uttar Pradesh,13118,7875,385
14-06-20,Rajasthan,12401,9337,282
14-06-20,West Bengal,10698,4542,463
14-06-20,Madhya Pradesh,10641,7377,447
14-06-20,Karnataka,6824,3648,81
14-06-20,Haryana,6749,2803,78
14-06-20,Bihar,6290,3956,39
14-06-20,Andhra Pradesh,5965,3195,82
14-06-20,Jammu and Kashmir,4878,2269,55
14-06-20,Telangana,4737,2352,182
14-06-20,Odisha,3723,2594,10
14-06-20,Assam,3718,1584,8
14-06-20,Punjab,3063,2327,65
14-06-20,Kerala,2407,1046,19
14-06-20,Uttarakhand,1785,1077,23
14-06-20,Jharkhand,1711,816,8
14-06-20,Chhattisgarh,1512,631,6
14-06-20,Tripura,1046,315,1
14-06-20,Goa,523,70,0
14-06-20,Himachal Pradesh,502,313,6
14-06-20,Manipur,449,91,0
14-06-20,Ladakh,437,68,1
14-06-20,Chandigarh,345,286,5
14-06-20,Puducherry,176,82,2
14-06-20,Nagaland,163,76,0
14-06-20,Mizoram,107,1,0
14-06-20,Arunachal Pradesh,87,4,0
14-06-20,Sikkim,63,4,0
14-06-20,Meghalaya,44,22,1
14-06-20,Andaman and Nicobar Islands,38,33,0
14-06-20,Dadra and Nagar Haveli and Daman and Diu,35,2,0
15-06-20,Maharashtra,107958,50978,3950
15-06-20,Tamil Nadu,44661,24547,435
15-06-20,Delhi,41182,15823,1327
15-06-20,Gujarat,23544,16325,1477
15-06-20,Uttar Pradesh,13615,8268,399
15-06-20,Rajasthan,12694,9566,292
15-06-20,West Bengal,11087,5060,475
15-06-20,Madhya Pradesh,10802,7677,459
15-06-20,Haryana,7208,3003,88
15-06-20,Karnataka,7000,3955,86
15-06-20,Bihar,6470,4170,39
15-06-20,Andhra Pradesh,6163,3314,84
15-06-20,Jammu and Kashmir,5041,2389,59
15-06-20,Telangana,4974,2377,185
15-06-20,Assam,4049,1960,8
15-06-20,Odisha,3909,2708,11
15-06-20,Punjab,3140,2356,67
15-06-20,Kerala,2461,1102,19
15-06-20,Uttarakhand,1819,1111,24
15-06-20,Jharkhand,1745,905,8
15-06-20,Chhattisgarh,1662,763,8
15-06-20,Tripura,1076,315,1
15-06-20,Goa,564,74,0
15-06-20,Ladakh,549,80,1
15-06-20,Himachal Pradesh,518,337,7
15-06-20,Manipur,458,91,0
15-06-20,Chandigarh,352,293,5
15-06-20,Puducherry,194,91,5
15-06-20,Nagaland,168,88,0
15-06-20,Mizoram,112,1,0
15-06-20,Arunachal Pradesh,91,7,0
15-06-20,Sikkim,68,4,0
15-06-20,Meghalaya,44,25,1
15-06-20,Andaman and Nicobar Islands,38,33,0
15-06-20,Dadra and Nagar Haveli and Daman and Diu,36,2,0
16-06-20,Maharashtra,110744,56049,4128
16-06-20,Tamil Nadu,46504,25344,479
16-06-20,Delhi,42829,16427,1400
16-06-20,Gujarat,24055,16664,1505
16-06-20,Uttar Pradesh,13615,8268,399
16-06-20,Rajasthan,12981,9785,301
16-06-20,West Bengal,11494,5494,485
16-06-20,Madhya Pradesh,10935,7903,465
16-06-20,Haryana,7722,3565,100
16-06-20,Karnataka,7213,4135,89
16-06-20,Bihar,6650,4409,40
16-06-20,Andhra Pradesh,6456,3316,88
16-06-20,Jammu and Kashmir,5220,2604,62
16-06-20,Telangana,5193,2766,187
16-06-20,Assam,4158,2166,8
16-06-20,Odisha,4055,2854,11
16-06-20,Punjab,3267,2443,71
16-06-20,Kerala,2543,1175,20
16-06-20,Uttarakhand,1845,1189,24
16-06-20,Jharkhand,1763,905,8
16-06-20,Chhattisgarh,1756,890,8
16-06-20,Tripura,1086,433,1
16-06-20,Goa,592,85,0
16-06-20,Himachal Pradesh,556,353,8
16-06-20,Ladakh,555,82,1
16-06-20,Manipur,490,151,0
16-06-20,Chandigarh,354,296,6
16-06-20,Puducherry,202,95,5
16-06-20,Nagaland,177,92,0
16-06-20,Mizoram,117,1,0
16-06-20,Arunachal Pradesh,91,7,0
16-06-20,Sikkim,68,4,0
16-06-20,Meghalaya,44,25,1
16-06-20,Andaman and Nicobar Islands,41,33,0
16-06-20,Dadra and Nagar Haveli and Daman and Diu,36,5,0
17-06-20,Maharashtra,113445,57851,5537
17-06-20,Tamil Nadu,48019,26782,528
17-06-20,Delhi,44688,16500,1837
17-06-20,Gujarat,24577,17082,1533
17-06-20,Uttar Pradesh,14091,8610,417
17-06-20,Rajasthan,13216,9849,308
17-06-20,West Bengal,11909,6028,495
17-06-20,Madhya Pradesh,11083,8152,476
17-06-20,Haryana,8272,3748,118
17-06-20,Karnataka,7530,4456,94
17-06-20,Andhra Pradesh,6841,3509,88
17-06-20,Bihar,6778,4644,41
17-06-20,Telangana,5406,3027,191
17-06-20,Jammu and Kashmir,5298,2781,63
17-06-20,Assam,4319,2166,8
17-06-20,Odisha,4163,2974,11
17-06-20,Punjab,3371,2461,72
17-06-20,Kerala,2622,1236,20
17-06-20,Uttarakhand,1942,1216,25
17-06-20,Jharkhand,1839,1121,9
17-06-20,Chhattisgarh,1781,1036,9
17-06-20,Tripura,1092,433,1
17-06-20,Ladakh,649,85,1
17-06-20,Goa,629,85,0
17-06-20,Himachal Pradesh,560,372,8
17-06-20,Manipur,500,159,0
17-06-20,Chandigarh,358,302,6
17-06-20,Puducherry,216,99,6
17-06-20,Nagaland,179,92,0
17-06-20,Mizoram,121,1,0
17-06-20,Arunachal Pradesh,95,7,0
17-06-20,Sikkim,70,4,0
17-06-20,Dadra and Nagar Haveli and Daman and Diu,45,9,0
17-06-20,Meghalaya,44,25,1
17-06-20,Andaman and Nicobar Islands,44,33,0
18-06-20,Maharashtra,116752,59166,5651
18-06-20,Tamil Nadu,50193,27624,576
18-06-20,Delhi,47102,17457,1904
18-06-20,Gujarat,25093,17430,1560
18-06-20,Uttar Pradesh,14598,8904,435
18-06-20,Rajasthan,13542,10467,313
18-06-20,West Bengal,12300,6533,506
18-06-20,Madhya Pradesh,11244,8388,482
18-06-20,Haryana,8832,3952,130
18-06-20,Karnataka,7734,4804,102
18-06-20,Andhra Pradesh,7071,3641,90
18-06-20,Bihar,6942,4926,44
18-06-20,Telangana,5675,3071,192
18-06-20,Jammu and Kashmir,5406,2914,65
18-06-20,Assam,4605,2642,8
18-06-20,Odisha,4338,3047,11
18-06-20,Punjab,3497,2538,78
18-06-20,Kerala,2697,1326,20
18-06-20,Uttarakhand,2023,1254,26
18-06-20,Jharkhand,1895,1151,10
18-06-20,Chhattisgarh,1864,1180,10
18-06-20,Tripura,1135,556,1
18-06-20,Ladakh,687,92,1
18-06-20,Goa,656,96,0
18-06-20,Himachal Pradesh,569,372,8
18-06-20,Manipur,552,192,0
18-06-20,Chandigarh,368,303,6
18-06-20,Puducherry,245,109,7
18-06-20,Nagaland,193,103,0
18-06-20,Mizoram,121,1,0
18-06-20,Arunachal Pradesh,99,7,0
18-06-20,Sikkim,70,4,0
18-06-20,Dadra and Nagar Haveli and Daman and Diu,57,12,0
18-06-20,Meghalaya,44,30,1
18-06-20,Andaman and Nicobar Islands,44,33,0
19-06-20,Maharashtra,120504,60838,5751
19-06-20,Tamil Nadu,52334,28641,625
19-06-20,Delhi,49979,21341,1969
19-06-20,Gujarat,25601,17819,1591
19-06-20,Uttar Pradesh,15181,9239,465
19-06-20,Rajasthan,13857,10742,323
19-06-20,West Bengal,12735,7001,518
19-06-20,Madhya Pradesh,11426,8632,486
19-06-20,Haryana,9218,4556,134
19-06-20,Karnataka,7944,4983,114
19-06-20,Andhra Pradesh,7518,3789,92
19-06-20,Bihar,7025,5056,44
19-06-20,Telangana,6027,3301,195
19-06-20,Jammu and Kashmir,5555,3144,71
19-06-20,Assam,4777,2654,9
19-06-20,Odisha,4512,3144,11
19-06-20,Punjab,3615,2570,83
19-06-20,Kerala,2794,1415,21
19-06-20,Uttarakhand,2102,1386,26
19-06-20,Chhattisgarh,1946,1228,10
19-06-20,Jharkhand,1920,1198,11
19-06-20,Tripura,1155,639,1
19-06-20,Goa,705,109,0
19-06-20,Ladakh,687,95,1
19-06-20,Manipur,606,199,0
19-06-20,Himachal Pradesh,595,382,8
19-06-20,Chandigarh,374,306,6
19-06-20,Puducherry,271,109,7
19-06-20,Nagaland,193,103,0
19-06-20,Mizoram,130,1,0
19-06-20,Arunachal Pradesh,103,10,0
19-06-20,Sikkim,70,5,0
19-06-20,Dadra and Nagar Haveli and Daman and Diu,58,13,0
19-06-20,Meghalaya,44,30,1
19-06-20,Andaman and Nicobar Islands,44,33,0
20-06-20,Maharashtra,124331,62773,5893
20-06-20,Tamil Nadu,54449,30271,666
20-06-20,Delhi,53116,23569,2035
20-06-20,Gujarat,26141,18159,1618
20-06-20,Uttar Pradesh,15785,9638,488
20-06-20,Rajasthan,14156,10997,333
20-06-20,West Bengal,13090,7303,529
20-06-20,Madhya Pradesh,11582,8748,495
20-06-20,Haryana,9743,4889,144
20-06-20,Karnataka,8281,5210,124
20-06-20,Andhra Pradesh,7961,3917,96
20-06-20,Bihar,7181,5098,50
20-06-20,Telangana,6526,3353,198
20-06-20,Jammu and Kashmir,5680,3194,75
20-06-20,Assam,4904,3039,9
20-06-20,Odisha,4677,3297,11
20-06-20,Punjab,3832,2636,92
20-06-20,Kerala,2912,1511,21
20-06-20,Uttarakhand,2177,1433,26
20-06-20,Chhattisgarh,2028,1331,10
20-06-20,Jharkhand,1965,1332,11
20-06-20,Tripura,1178,657,1
20-06-20,Ladakh,744,95,1
20-06-20,Goa,725,118,0
20-06-20,Manipur,681,218,0
20-06-20,Himachal Pradesh,619,388,8
20-06-20,Chandigarh,381,315,6
20-06-20,Puducherry,286,118,7
20-06-20,Nagaland,198,125,0
20-06-20,Mizoram,130,1,0
20-06-20,Arunachal Pradesh,103,11,0
20-06-20,Sikkim,70,5,0
20-06-20,Dadra and Nagar Haveli and Daman and Diu,62,14,0
20-06-20,Andaman and Nicobar Islands,45,35,0
20-06-20,Meghalaya,44,33,1
21-06-20,Maharashtra,128205,64153,5984
21-06-20,Tamil Nadu,56845,31316,704
21-06-20,Delhi,56746,31294,2112
21-06-20,Gujarat,26680,18694,1638
21-06-20,Uttar Pradesh,16594,9995,507
21-06-20,Rajasthan,14536,11274,337
21-06-20,West Bengal,13531,7865,540
21-06-20,Madhya Pradesh,11724,8880,501
21-06-20,Haryana,10223,5128,149
21-06-20,Karnataka,8697,5391,132
21-06-20,Andhra Pradesh,8452,4111,101
21-06-20,Bihar,7533,5529,52
21-06-20,Telangana,7072,3506,203
21-06-20,Jammu and Kashmir,5834,3336,81
21-06-20,Assam,4904,3039,9
21-06-20,Odisha,4856,3534,12
21-06-20,Punjab,3952,2678,98
21-06-20,Kerala,3039,1568,21
21-06-20,Uttarakhand,2301,1450,27
21-06-20,Chhattisgarh,2041,1394,11
21-06-20,Jharkhand,1965,1335,11
21-06-20,Tripura,1186,680,1
21-06-20,Ladakh,836,117,1
21-06-20,Manipur,777,232,0
21-06-20,Goa,754,129,0
21-06-20,Himachal Pradesh,656,413,8
21-06-20,Chandigarh,404,316,6
21-06-20,Puducherry,286,118,7
21-06-20,Nagaland,201,138,0
21-06-20,Mizoram,140,9,0
21-06-20,Arunachal Pradesh,135,14,0
21-06-20,Sikkim,70,25,0
21-06-20,Dadra and Nagar Haveli and Daman and Diu,68,26,0
21-06-20,Andaman and Nicobar Islands,47,36,0
21-06-20,Meghalaya,44,33,1
22-06-20,Maharashtra,132075,65744,6170
22-06-20,Delhi,59746,33013,2175
22-06-20,Tamil Nadu,59377,32754,757
22-06-20,Gujarat,27260,19349,1663
22-06-20,Uttar Pradesh,17731,10995,550
22-06-20,Rajasthan,14930,11597,349
22-06-20,West Bengal,13945,8297,555
22-06-20,Madhya Pradesh,11903,9015,515
22-06-20,Haryana,10635,5557,160
22-06-20,Karnataka,9150,5618,137
22-06-20,Andhra Pradesh,8999,4331,106
22-06-20,Telangana,7802,3731,210
22-06-20,Bihar,7612,5580,53
22-06-20,Jammu and Kashmir,5956,3382,82
22-06-20,Assam,5388,3360,9
22-06-20,Odisha,5160,3720,14
22-06-20,Punjab,4074,2700,99
22-06-20,Kerala,3172,1661,21
22-06-20,Uttarakhand,2344,1500,27
22-06-20,Chhattisgarh,2275,1447,11
22-06-20,Jharkhand,2073,1406,11
22-06-20,Tripura,1221,759,1
22-06-20,Manipur,841,250,0
22-06-20,Ladakh,837,134,1
22-06-20,Goa,754,129,0
22-06-20,Himachal Pradesh,673,425,8
22-06-20,Chandigarh,406,316,6
22-06-20,Puducherry,366,140,8
22-06-20,Nagaland,211,141,0
22-06-20,Mizoram,141,9,0
22-06-20,Arunachal Pradesh,135,15,0
22-06-20,Dadra and Nagar Haveli and Daman and Diu,88,26,0
22-06-20,Sikkim,78,25,0
22-06-20,Andaman and Nicobar Islands,48,37,0
22-06-20,Meghalaya,44,33,1
23-06-20,Maharashtra,135796,67706,6283
23-06-20,Delhi,62655,36602,2233
23-06-20,Tamil Nadu,62087,34112,794
23-06-20,Gujarat,27825,19909,1684
23-06-20,Uttar Pradesh,18322,11601,569
23-06-20,Rajasthan,15232,11910,356
23-06-20,West Bengal,14358,8687,569
23-06-20,Madhya Pradesh,12078,9215,521
23-06-20,Haryana,11025,5916,169
23-06-20,Karnataka,9399,5730,142
23-06-20,Andhra Pradesh,9372,4495,111
23-06-20,Telangana,8674,4005,217
23-06-20,Bihar,7825,5781,55
23-06-20,Jammu and Kashmir,6088,3531,85
23-06-20,Assam,5586,3521,9
23-06-20,Odisha,5303,3863,15
23-06-20,Punjab,4235,2825,101
23-06-20,Kerala,3310,1749,21
23-06-20,Uttarakhand,2402,1521,28
23-06-20,Chhattisgarh,2303,1513,12
23-06-20,Jharkhand,2137,1469,11
23-06-20,Tripura,1237,782,1
23-06-20,Manipur,898,250,0
23-06-20,Goa,864,152,1
23-06-20,Ladakh,847,136,1
23-06-20,Himachal Pradesh,727,437,8
23-06-20,Chandigarh,411,322,6
23-06-20,Puducherry,383,149,8
23-06-20,Nagaland,280,141,0
23-06-20,Mizoram,141,9,0
23-06-20,Arunachal Pradesh,139,21,0
23-06-20,Dadra and Nagar Haveli and Daman and Diu,91,27,0
23-06-20,Sikkim,78,29,0
23-06-20,Andaman and Nicobar Islands,48,37,0
23-06-20,Meghalaya,44,37,1
24-06-20,Maharashtra,139010,69631,6531
24-06-20,Delhi,66602,39313,2301
24-06-20,Tamil Nadu,64603,35339,833
24-06-20,Gujarat,28371,20513,1710
24-06-20,Uttar Pradesh,18893,12116,588
24-06-20,Rajasthan,15627,12213,365
24-06-20,West Bengal,14728,9218,580
24-06-20,Madhya Pradesh,12261,9335,525
24-06-20,Haryana,11520,6498,178
24-06-20,Andhra Pradesh,10002,4599,119
24-06-20,Karnataka,9721,6004,150
24-06-20,Telangana,9553,4224,220
24-06-20,Bihar,8153,6104,56
24-06-20,Jammu and Kashmir,6236,3642,87
24-06-20,Assam,5831,3762,9
24-06-20,Odisha,5470,3988,17
24-06-20,Punjab,4397,3047,105
24-06-20,Kerala,3451,1809,22
24-06-20,Uttarakhand,2535,1602,30
24-06-20,Chhattisgarh,2362,1553,12
24-06-20,Jharkhand,2185,1520,11
24-06-20,Tripura,1259,807,1
24-06-20,Ladakh,932,148,1
24-06-20,Manipur,921,258,0
24-06-20,Goa,909,205,1
24-06-20,Himachal Pradesh,775,443,8
24-06-20,Chandigarh,418,322,6
24-06-20,Puducherry,402,165,9
24-06-20,Nagaland,330,141,0
24-06-20,Arunachal Pradesh,148,22,0
24-06-20,Mizoram,142,9,0
24-06-20,Dadra and Nagar Haveli and Daman and Diu,120,29,0
24-06-20,Sikkim,79,29,0
24-06-20,Andaman and Nicobar Islands,50,40,0
24-06-20,Meghalaya,46,37,1
25-06-20,Maharashtra,142900,73792,6739
25-06-20,Delhi,70390,41437,2365
25-06-20,Tamil Nadu,67468,37763,866
25-06-20,Gujarat,28943,21088,1735
25-06-20,Uttar Pradesh,19557,12586,596
25-06-20,Rajasthan,16009,12611,375
25-06-20,West Bengal,15173,9702,591
25-06-20,Madhya Pradesh,12448,9473,534
25-06-20,Haryana,12010,6925,188
25-06-20,Telangana,10444,4361,225
25-06-20,Andhra Pradesh,10331,4779,124
25-06-20,Karnataka,10118,6151,164
25-06-20,Bihar,8209,6113,57
25-06-20,Jammu and Kashmir,6422,3818,88
25-06-20,Assam,6198,3958,9
25-06-20,Odisha,5752,4123,17
25-06-20,Punjab,4627,3099,113
25-06-20,Kerala,3603,1888,22
25-06-20,Uttarakhand,2623,1721,35
25-06-20,Chhattisgarh,2419,1627,12
25-06-20,Jharkhand,2207,1570,11
25-06-20,Tripura,1259,897,1
25-06-20,Manipur,970,328,0
25-06-20,Goa,951,289,2
25-06-20,Ladakh,941,274,1
25-06-20,Himachal Pradesh,806,466,8
25-06-20,Puducherry,461,176,9
25-06-20,Chandigarh,420,323,6
25-06-20,Nagaland,347,148,0
25-06-20,Arunachal Pradesh,158,38,0
25-06-20,Mizoram,142,19,0
25-06-20,Dadra and Nagar Haveli and Daman and Diu,120,30,0
25-06-20,Sikkim,84,39,0
25-06-20,Andaman and Nicobar Islands,56,43,0
25-06-20,Meghalaya,46,42,1
26-06-20,Maharashtra,147741,77453,6931
26-06-20,Delhi,73780,44765,2429
26-06-20,Tamil Nadu,70977,39999,911
26-06-20,Gujarat,29520,21498,1753
26-06-20,Uttar Pradesh,20193,13119,611
26-06-20,Rajasthan,16296,12840,379
26-06-20,West Bengal,15648,10190,606
26-06-20,Madhya Pradesh,12596,9619,542
26-06-20,Haryana,12463,7380,198
26-06-20,Telangana,11364,4688,230
26-06-20,Andhra Pradesh,10884,4988,136
26-06-20,Karnataka,10560,6670,170
26-06-20,Bihar,8473,6441,57
26-06-20,Jammu and Kashmir,6549,3967,90
26-06-20,Assam,6321,4033,9
26-06-20,Odisha,5962,4291,17
26-06-20,Punjab,4769,3192,120
26-06-20,Kerala,3726,1943,22
26-06-20,Uttarakhand,2691,1758,36
26-06-20,Chhattisgarh,2452,1755,12
26-06-20,Jharkhand,2262,1605,12
26-06-20,Tripura,1290,1019,1
26-06-20,Manipur,1056,354,0
26-06-20,Goa,995,335,2
26-06-20,Ladakh,941,358,1
26-06-20,Himachal Pradesh,839,477,9
26-06-20,Puducherry,502,187,9
26-06-20,Chandigarh,423,329,6
26-06-20,Nagaland,355,160,0
26-06-20,Arunachal Pradesh,160,38,1
26-06-20,Dadra and Nagar Haveli and Daman and Diu,155,32,0
26-06-20,Mizoram,145,30,0
26-06-20,Sikkim,85,39,0
26-06-20,Andaman and Nicobar Islands,59,43,0
26-06-20,Meghalaya,46,42,1
27-06-20,Maharashtra,152765,79815,7106
27-06-20,Delhi,77240,47091,2492
27-06-20,Tamil Nadu,74622,41357,957
27-06-20,Gujarat,30095,22030,1771
27-06-20,Uttar Pradesh,20943,13583,630
27-06-20,Rajasthan,16660,13062,380
27-06-20,West Bengal,16190,10535,616
27-06-20,Haryana,12884,8016,211
27-06-20,Madhya Pradesh,12798,9804,546
27-06-20,Telangana,12349,4766,237
27-06-20,Andhra Pradesh,11489,5196,148
27-06-20,Karnataka,11005,6916,180
27-06-20,Bihar,8716,6762,58
27-06-20,Jammu and Kashmir,6762,4080,91
27-06-20,Assam,6607,4259,9
27-06-20,Odisha,6180,4422,17
27-06-20,Punjab,4957,3201,122
27-06-20,Kerala,3876,2008,22
27-06-20,Uttarakhand,2725,1822,37
27-06-20,Chhattisgarh,2545,1914,13
27-06-20,Jharkhand,2290,1643,12
27-06-20,Tripura,1325,1055,1
27-06-20,Manipur,1075,393,0
27-06-20,Goa,1039,370,2
27-06-20,Ladakh,946,358,1
27-06-20,Himachal Pradesh,864,502,9
27-06-20,Puducherry,502,187,9
27-06-20,Chandigarh,425,335,6
27-06-20,Nagaland,371,162,0
27-06-20,Arunachal Pradesh,172,42,1
27-06-20,Dadra and Nagar Haveli and Daman and Diu,163,41,0
27-06-20,Mizoram,145,30,0
27-06-20,Sikkim,86,39,0
27-06-20,Andaman and Nicobar Islands,72,43,0
27-06-20,Meghalaya,47,42,1
28-06-20,Maharashtra,159133,84245,7273
28-06-20,Delhi,80188,49301,2558
28-06-20,Tamil Nadu,78335,44094,1025
28-06-20,Gujarat,30709,22409,1789
28-06-20,Uttar Pradesh,21549,14215,649
28-06-20,Rajasthan,16944,13367,391
28-06-20,West Bengal,16711,10789,629
28-06-20,Telangana,13436,4928,243
28-06-20,Haryana,13427,8472,218
28-06-20,Madhya Pradesh,12965,9971,550
28-06-20,Andhra Pradesh,12285,5480,157
28-06-20,Karnataka,11923,7287,191
28-06-20,Bihar,8931,6843,59
28-06-20,Jammu and Kashmir,6966,4225,93
28-06-20,Assam,6816,4500,9
28-06-20,Odisha,6350,4606,18
28-06-20,Punjab,5056,3320,128
28-06-20,Kerala,4071,2110,22
28-06-20,Uttarakhand,2791,1912,37
28-06-20,Chhattisgarh,2545,1914,13
28-06-20,Jharkhand,2339,1724,12
28-06-20,Tripura,1334,1071,1
28-06-20,Goa,1128,420,2
28-06-20,Manipur,1092,432,0
28-06-20,Ladakh,960,554,1
28-06-20,Himachal Pradesh,894,509,9
28-06-20,Puducherry,619,221,10
28-06-20,Chandigarh,428,335,6
28-06-20,Nagaland,387,164,0
28-06-20,Dadra and Nagar Haveli and Daman and Diu,177,55,0
28-06-20,Arunachal Pradesh,177,54,1
28-06-20,Mizoram,148,55,0
28-06-20,Sikkim,87,46,0
28-06-20,Andaman and Nicobar Islands,72,43,0
28-06-20,Meghalaya,47,42,1
29-06-20,Maharashtra,164626,86575,7429
29-06-20,Delhi,83077,52607,2623
29-06-20,Tamil Nadu,82275,45537,1079
29-06-20,Gujarat,31320,22800,1808
29-06-20,Uttar Pradesh,22147,14808,660
29-06-20,West Bengal,17283,11193,639
29-06-20,Rajasthan,17271,13611,399
29-06-20,Telangana,14419,5172,247
29-06-20,Haryana,13829,8917,223
29-06-20,Andhra Pradesh,13241,5908,169
29-06-20,Karnataka,13190,7507,207
29-06-20,Madhya Pradesh,13186,10084,557
29-06-20,Bihar,9212,7118,60
29-06-20,Assam,7206,5088,10
29-06-20,Jammu and Kashmir,7093,4316,94
29-06-20,Odisha,6614,4743,21
29-06-20,Punjab,5216,3526,133
29-06-20,Kerala,4189,2152,22
29-06-20,Uttarakhand,2823,2018,38
29-06-20,Chhattisgarh,2662,2091,13
29-06-20,Jharkhand,2364,1793,12
29-06-20,Tripura,1346,1079,1
29-06-20,Goa,1198,478,3
29-06-20,Manipur,1185,455,0
29-06-20,Ladakh,963,586,1
29-06-20,Himachal Pradesh,916,529,9
29-06-20,Puducherry,619,221,10
29-06-20,Chandigarh,429,336,6
29-06-20,Nagaland,415,164,0
29-06-20,Arunachal Pradesh,182,60,1
29-06-20,Dadra and Nagar Haveli and Daman and Diu,178,60,0
29-06-20,Mizoram,148,55,0
29-06-20,Sikkim,88,49,0
29-06-20,Andaman and Nicobar Islands,76,45,0
29-06-20,Meghalaya,47,42,1
30-06-20,Maharashtra,169883,88960,7610
