Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
19-07-20,Delhi,121582,101274,3597
19-07-20,Karnataka,59652,21775,1240
19-07-20,Gujarat,47390,34035,2122
19-07-20,Uttar Pradesh,47036,28664,1108
19-07-20,Andhra Pradesh,44609,21763,586
19-07-20,Telangana,43780,30607,409
19-07-20,West Bengal,40209,23539,1076
19-07-20,Rajasthan,28500,21144,553
19-07-20,Haryana,25547,19318,344
19-07-20,Bihar,25136,15536,208
19-07-20,Assam,22918,15165,53
19-07-20,Madhya Pradesh,21763,14864,706
19-07-20,Odisha,16701,11937,86
19-07-20,Jammu and Kashmir,13198,7165,236
19-07-20,Kerala,11659,5199,40
19-07-20,Punjab,9792,6454,246
19-07-20,Jharkhand,5342,2611,46
19-07-20,Chhattisgarh,5233,3658,24
19-07-20,Uttarakhand,4276,3081,52
19-07-20,Goa,3484,2038,21
19-07-20,Tripura,2654,1735,5
19-07-20,Puducherry,1894,1066,28
19-07-20,Manipur,1891,1182,0
19-07-20,Himachal Pradesh,1457,1036,11
19-07-20,Ladakh,1159,985,1
19-07-20,Nagaland,978,432,0
19-07-20,Chandigarh,700,485,12
19-07-20,Arunachal Pradesh,650,274,3
19-07-20,Dadra and Nagar Haveli and Daman and Diu,602,414,2
19-07-20,Meghalaya,418,66,2
19-07-20,Mizoram,284,167,0
19-07-20,Sikkim,275,90,0
19-07-20,Andaman and Nicobar Islands,198,145,0
20-07-20,Maharashtra,310455,169569,11854
20-07-20,Tamil Nadu,170693,117915,2481
20-07-20,Delhi,122793,103134,3628
20-07-20,Karnataka,63772,23065,1331
20-07-20,Andhra Pradesh,49650,22890,642
20-07-20,Uttar Pradesh,49247,29845,1146
20-07-20,Gujarat,48355,34901,2142
20-07-20,Telangana,45076,32438,415
20-07-20,West Bengal,42487,24883,1112
20-07-20,Rajasthan,29434,21730,559
20-07-20,Bihar,26569,16308,217
20-07-20,Haryana,26164,19793,349
20-07-20,Assam,23999,16023,57
20-07-20,Madhya Pradesh,22600,15311,721
20-07-20,Odisha,17437,12453,91
20-07-20,Jammu and Kashmir,13899,7811,244
20-07-20,Kerala,12480,5371,42
20-07-20,Punjab,10100,6535,254
20-07-20,Jharkhand,5535,2716,49
20-07-20,Chhattisgarh,5407,3775,24
20-07-20,Uttarakhand,4515,3116,52
20-07-20,Goa,3657,2218,22
20-07-20,Tripura,2878,1759,5
20-07-20,Puducherry,1999,1154,28
20-07-20,Manipur,1911,1213,0
20-07-20,Himachal Pradesh,1483,1059,11
20-07-20,Ladakh,1178,1003,2
20-07-20,Nagaland,988,445,0
20-07-20,Arunachal Pradesh,740,282,3
20-07-20,Chandigarh,717,488,12
20-07-20,Dadra and Nagar Haveli and Daman and Diu,605,414,2
20-07-20,Meghalaya,450,66,2
20-07-20,Mizoram,284,167,0
20-07-20,Sikkim,283,92,0
20-07-20,Andaman and Nicobar Islands,203,145,0
21-07-20,Maharashtra,318695,175029,12030
21-07-20,Tamil Nadu,175678,121776,2551
21-07-20,Delhi,123747,104918,3663
21-07-20,Karnataka,67420,23795,1403
21-07-20,Andhra Pradesh,53724,24228,696
21-07-20,Uttar Pradesh,51160,30831,1192
21-07-20,Gujarat,49353,35678,2162
21-07-20,Telangana,46274,34323,422
21-07-20,West Bengal,44769,26418,1147
21-07-20,Rajasthan,30390,22195,568
21-07-20,Bihar,27646,17433,217
21-07-20,Haryana,26858,20226,355
21-07-20,Assam,25382,17095,58
21-07-20,Madhya Pradesh,23310,15684,738
21-07-20,Odisha,18110,12910,97
21-07-20,Jammu and Kashmir,14650,8274,254
21-07-20,Kerala,13274,5616,43
21-07-20,Punjab,10510,7118,262
21-07-20,Jharkhand,5756,2810,53
21-07-20,Chhattisgarh,5561,3944,25
21-07-20,Uttarakhand,4642,3212,55
21-07-20,Goa,3853,2361,23
21-07-20,Tripura,3079,1845,7
21-07-20,Puducherry,2092,1265,29
21-07-20,Manipur,1925,1307,0
21-07-20,Himachal Pradesh,1631,1067,11
21-07-20,Ladakh,1195,1007,2
21-07-20,Nagaland,1021,484,0
21-07-20,Arunachal Pradesh,790,285,3
21-07-20,Chandigarh,737,518,12
21-07-20,Dadra and Nagar Haveli and Daman and Diu,684,448,2
21-07-20,Meghalaya,466,66,4
21-07-20,Sikkim,305,92,0
21-07-20,Mizoram,297,168,0
21-07-20,Andaman and Nicobar Islands,207,152,0
22-07-20,Maharashtra,327031,182217,12276
22-07-20,Tamil Nadu,180643,126670,2626
22-07-20,Delhi,125096,106118,3690
22-07-20,Karnataka,71069,25459,1464
22-07-20,Andhra Pradesh,58668,25574,758
22-07-20,Uttar Pradesh,53288,31855,1229
22-07-20,Gujarat,50379,36423,2196
22-07-20,Telangana,47705,37385,429
22-07-20,West Bengal,47030,28035,1182
22-07-20,Rajasthan,31373,22744,577
22-07-20,Bihar,28952,18515,217
22-07-20,Haryana,27462,20952,364
22-07-20,Assam,25382,18033,58
22-07-20,Madhya Pradesh,24095,16257,756
22-07-20,Odisha,18757,13310,103
22-07-20,Jammu and Kashmir,15258,8455,263
22-07-20,Kerala,13994,5890,44
22-07-20,Punjab,10889,7389,263
22-07-20,Jharkhand,6159,2904,55
22-07-20,Chhattisgarh,5729,4114,29
22-07-20,Uttarakhand,4849,3297,55
22-07-20,Goa,4027,2449,26
22-07-20,Tripura,3331,1926,8
22-07-20,Puducherry,2179,1318,30
22-07-20,Manipur,2015,1400,0
22-07-20,Himachal Pradesh,1664,1077,11
22-07-20,Ladakh,1198,1010,2
22-07-20,Nagaland,1030,485,0
22-07-20,Arunachal Pradesh,858,303,3
22-07-20,Chandigarh,751,518,12
22-07-20,Dadra and Nagar Haveli and Daman and Diu,705,463,2
22-07-20,Meghalaya,490,70,4
22-07-20,Sikkim,330,108,0
22-07-20,Mizoram,317,168,0
22-07-20,Andaman and Nicobar Islands,212,159,0
23-07-20,Maharashtra,337607,187769,12556
23-07-20,Tamil Nadu,186492,131583,3144
23-07-20,Delhi,126323,107650,3719
23-07-20,Karnataka,75833,27239,1519
23-07-20,Andhra Pradesh,64713,32127,823
23-07-20,Uttar Pradesh,55588,33500,1263
23-07-20,Gujarat,51399,37260,2224
23-07-20,West Bengal,49321,29650,1221
23-07-20,Telangana,49259,37666,438
23-07-20,Rajasthan,32334,23364,583
23-07-20,Bihar,30369,19646,217
23-07-20,Haryana,28186,21697,372
23-07-20,Assam,26772,18033,64
23-07-20,Madhya Pradesh,24842,16836,770
23-07-20,Odisha,19835,13750,108
23-07-20,Jammu and Kashmir,15711,8607,273
23-07-20,Kerala,15032,6162,45
23-07-20,Punjab,11301,7641,269
23-07-20,Jharkhand,6485,3024,64
23-07-20,Chhattisgarh,5968,4230,29
23-07-20,Uttarakhand,5300,3349,57
23-07-20,Goa,4176,2541,28
23-07-20,Tripura,3449,2032,9
23-07-20,Puducherry,2300,1369,31
23-07-20,Manipur,2060,1428,0
23-07-20,Himachal Pradesh,1725,1105,11
23-07-20,Ladakh,1206,1018,2
23-07-20,Nagaland,1084,486,0
23-07-20,Arunachal Pradesh,949,314,3
23-07-20,Chandigarh,793,526,13
23-07-20,Dadra and Nagar Haveli and Daman and Diu,733,474,2
23-07-20,Meghalaya,514,77,4
23-07-20,Sikkim,438,112,0
23-07-20,Mizoram,317,179,0
23-07-20,Andaman and Nicobar Islands,221,163,0
24-07-20,Maharashtra,347502,194253,12854
24-07-20,Tamil Nadu,192964,136793,3232
24-07-20,Delhi,127364,109065,3745
24-07-20,Karnataka,80863,29310,1616
24-07-20,Andhra Pradesh,72711,37555,884
24-07-20,Uttar Pradesh,58104,35803,1289
24-07-20,Gujarat,52477,37978,2252
24-07-20,West Bengal,51757,31656,1255
24-07-20,Telangana,50826,39327,447
24-07-20,Rajasthan,33220,23815,594
24-07-20,Bihar,31980,20769,217
24-07-20,Haryana,28975,22249,378
24-07-20,Assam,28791,20699,70
24-07-20,Madhya Pradesh,25474,17359,780
24-07-20,Odisha,21099,14393,114
24-07-20,Jammu and Kashmir,16429,8709,282
24-07-20,Kerala,16110,6594,50
24-07-20,Punjab,11739,7741,277
24-07-20,Jharkhand,6975,3174,67
24-07-20,Chhattisgarh,6254,4377,30
24-07-20,Uttarakhand,5445,3399,60
24-07-20,Goa,4350,2655,29
24-07-20,Tripura,3656,2072,10
24-07-20,Puducherry,2420,1400,34
24-07-20,Manipur,2115,1466,0
24-07-20,Himachal Pradesh,1834,1136,11
24-07-20,Ladakh,1210,1025,2
24-07-20,Nagaland,1174,530,0
24-07-20,Arunachal Pradesh,991,334,3
24-07-20,Chandigarh,800,531,13
24-07-20,Dadra and Nagar Haveli and Daman and Diu,770,489,2
24-07-20,Meghalaya,534,78,4
24-07-20,Sikkim,460,122,0
24-07-20,Mizoram,332,183,0
24-07-20,Andaman and Nicobar Islands,240,170,0
25-07-20,Maharashtra,357117,199967,13132
25-07-20,Tamil Nadu,199749,143297,3320
25-07-20,Delhi,128389,110931,3777
25-07-20,Karnataka,85870,31347,1724
25-07-20,Andhra Pradesh,80858,39935,933
25-07-20,Uttar Pradesh,60771,37712,1348
25-07-20,West Bengal,53973,33529,1290
25-07-20,Gujarat,53545,38849,2278
25-07-20,Telangana,52466,40334,455
25-07-20,Rajasthan,34178,24547,602
25-07-20,Bihar,33926,22343,220
25-07-20,Assam,29921,21761,76
25-07-20,Haryana,29755,22953,382
25-07-20,Madhya Pradesh,26210,17866,791
25-07-20,Odisha,22693,15201,120
25-07-20,Kerala,16995,7562,54
25-07-20,Jammu and Kashmir,16782,9217,296
25-07-20,Punjab,12216,8096,282
25-07-20,Jharkhand,7493,3307,70
25-07-20,Chhattisgarh,6731,4567,36
25-07-20,Uttarakhand,5445,3399,60
25-07-20,Goa,4540,2865,29
25-07-20,Tripura,3759,2131,11
25-07-20,Puducherry,2515,1483,35
25-07-20,Manipur,2146,1491,0
25-07-20,Himachal Pradesh,1954,1145,11
25-07-20,Ladakh,1246,1035,2
25-07-20,Nagaland,1239,537,1
25-07-20,Arunachal Pradesh,1056,392,3
25-07-20,Chandigarh,823,535,13
25-07-20,Dadra and Nagar Haveli and Daman and Diu,815,512,2
25-07-20,Meghalaya,588,87,5
25-07-20,Sikkim,477,142,0
25-07-20,Mizoram,361,183,0
25-07-20,Andaman and Nicobar Islands,259,174,0
26-07-20,Maharashtra,366368,207194,13389
26-07-20,Tamil Nadu,206737,151055,3409
26-07-20,Delhi,129531,113068,3806
26-07-20,Karnataka,90942,33750,1796
26-07-20,Andhra Pradesh,88671,43255,985
26-07-20,Uttar Pradesh,63742,39903,1387
26-07-20,West Bengal,56377,35654,1332
26-07-20,Gujarat,54626,39631,2300
26-07-20,Telangana,52466,40334,455
26-07-20,Bihar,36604,24053,234
26-07-20,Rajasthan,35298,25306,613
26-07-20,Assam,31086,23055,77
26-07-20,Haryana,30538,23654,389
26-07-20,Madhya Pradesh,26926,18488,799
26-07-20,Odisha,24013,15929,130
26-07-20,Kerala,18098,8611,59
26-07-20,Jammu and Kashmir,17305,9517,305
26-07-20,Punjab,12684,8297,291
26-07-20,Jharkhand,7836,3425,82
26-07-20,Chhattisgarh,7087,4683,39
26-07-20,Uttarakhand,5961,3495,63
26-07-20,Goa,4686,3047,33
26-07-20,Tripura,3862,2209,11
26-07-20,Puducherry,2654,1561,38
26-07-20,Manipur,2176,1524,0
26-07-20,Himachal Pradesh,2049,1173,11
26-07-20,Nagaland,1289,541,4
26-07-20,Ladakh,1276,1057,3
26-07-20,Arunachal Pradesh,1126,428,3
26-07-20,Dadra and Nagar Haveli and Daman and Diu,860,530,2
26-07-20,Chandigarh,852,555,13
26-07-20,Meghalaya,646,94,5
26-07-20,Sikkim,499,142,0
26-07-20,Mizoram,361,183,0
26-07-20,Andaman and Nicobar Islands,290,176,0
